idAirTable,direccion,fechaDeCarga,barrio,ciudad,cpc,zona,calle,altura,tipo,superficie,piso,dormitorios,categoria,precioUS,latitud,longitud
recikPQWOJA2wjHx5,"Amalia Sanchez Ariño 3700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Los Alamos,Ciudad de Cordoba,Centroamérica,Nor Este,Amalia Sanchez Ariño,3609,FORMA PARTE DE UN PH ,81.60,1,2,BAJA,9500,-31.36629540,-64.15941810
recM6OHl05uunCMQn,"Pje GOULD 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Observatorio,Ciudad de Cordoba,Mercado Central,Central,Pje GOULD,556,EDIFICIO DE DEPARTAMENTOS,25.00,2,MONOAMBIENTE,BAJA,12000,-31.42139480,-64.19747890
recIXYEOhuzI9zbAO,"Rincon 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Norte (Av. Colon hacia el Río),Ciudad de Cordoba,Mercado Central,Central,Rincon,210,EDIFICIO DE DEPARTAMENTOS,39.66,1,1,BAJA,18000,-31.41207200,-64.18844570
recRf7Vu7l39FdJvM,"SAN JOSE DE CALAZANS 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Alberdi,Ciudad de Cordoba,Mercado Central,Central,SAN JOSE DE CALAZANS,300,EDIFICIO DE DEPARTAMENTOS,33.00,2,1,BAJA,21000,-31.41484410,-64.19690720
recsbm5OMxOm0Q4AR,"Tucumán 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Tucumán,56,EDIFICIO DE DEPARTAMENTOS,39.30,6,MONOAMBIENTE,ESTANDAR,22000,-31.41380290,-64.18758490
recOTcahd8K76N3we,"Mejico 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Mejico,1214,EDIFICIO DE DEPARTAMENTOS,43.32,1,1,ESTANDAR,22500,-31.40017120,-64.16281160
recXgc87nmcveSyF7,"Arturo Oragaz 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Arturo Oragaz,55,EDIFICIO DE DEPARTAMENTOS,28.00,PLANTA BAJA,1,BAJA,22600,-31.40736070,-64.20854800
recsCv3zdVyC2FJR9,"Mejico 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/8/2022,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Mejico,1214,EDIFICIO DE DEPARTAMENTOS,43.60,PLANTA BAJA,1,ESTANDAR,23150,-31.40017120,-64.16281160
recjf1gN9I1WX4JEm,"Mejico 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Mejico,1214,EDIFICIO DE DEPARTAMENTOS,44.31,1,1,ESTANDAR,23150,-31.40017120,-64.16281160
rec2UiKlzhrmQz2kn,"Duarte Quiros 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Duarte Quiros,271,EDIFICIO DE DEPARTAMENTOS,35.00,5,MONOAMBIENTE,ESTANDAR,24000,-31.41810470,-64.18947410
recvHsHvHXJlhHZYb,"9 de Julio 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Alberdi,Ciudad de Cordoba,Mercado Central,Central,9 de Julio,1196,EDIFICIO DE DEPARTAMENTOS,37.00,3,1,ESTANDAR,24000,-31.40986620,-64.19993160
recaIZCYm55Qds8n9,"9 de Julio 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alberdi,Ciudad de Cordoba,Mercado Central,Central,9 de Julio,1194,EDIFICIO DE DEPARTAMENTOS,42.00,3,1,ESTANDAR,24000,-31.40986620,-64.19993160
recGOdfQt3QD5lWY1,"SANTA ROSA 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Alberdi,Ciudad de Cordoba,Mercado Central,Central,SANTA ROSA,1276,EDIFICIO DE DEPARTAMENTOS,30.00,2,1,ESTANDAR,24500,-31.40726410,-64.20045990
recwlrTnMiLkJSwcV,"ANA MARIA JANER 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,ANA MARIA JANER,1200,EDIFICIO DE DEPARTAMENTOS,49.66,3,1,ESTANDAR,26000,-31.40188670,-64.16413840
recc476XPFzBz32iB,"San José de Calasanz 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/10/2022,Alberdi,Ciudad de Cordoba,Mercado Central,Central,San José de Calasanz,161,EDIFICIO DE DEPARTAMENTOS,35.00,2,1,BAJA,26500,-31.41463180,-64.19702890
reccHlgRcWKUi5w6S,"Crisol 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Crisol,200,EDIFICIO DE DEPARTAMENTOS,21.00,4,MONOAMBIENTE,ESTANDAR,27000,-31.42928250,-64.18670370
rec0ztkcIQ4Ym1Zd4,"BV MITRE  300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Norte (Av. Colon hacia el Río),Ciudad de Cordoba,Mercado Central,Central,BV MITRE ,289,EDIFICIO DE DEPARTAMENTOS,30.00,10,MONOAMBIENTE,BAJA,27000,-31.41207200,-64.18844570
recd8ZiTQBcydOfGb,"Duarte Quiros 2600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,Duarte Quiros,2584,EDIFICIO DE DEPARTAMENTOS,24.00,PLANTA BAJA,MONOAMBIENTE,ESTANDAR,27500,-31.40899580,-64.21778650
recusulcb4lBzeZ76,"Duarte Quiros 2600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/8/2022,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,Duarte Quiros,2584,EDIFICIO DE DEPARTAMENTOS,22.00,PLANTA BAJA,MONOAMBIENTE,ESTANDAR,28000,-31.40899580,-64.21778650
rec9Ncwge8bR8HWki,"CHUBUT 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Alberdi,Ciudad de Cordoba,Mercado Central,Central,CHUBUT,148,EDIFICIO DE DEPARTAMENTOS,35.00,PLANTA BAJA,1,ESTANDAR,28000,-31.40773550,-64.20334890
recJ7CJHGQdRorJ4k,"Misiones 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Misiones,245,EDIFICIO DE DEPARTAMENTOS,41.32,6,1,ESTANDAR,28000,-31.41358660,-64.20185630
recA5SkqN1oElFbio,"9 de Julio 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alberdi,Ciudad de Cordoba,Mercado Central,Central,9 de Julio,1194,EDIFICIO DE DEPARTAMENTOS,42.00,1,1,ESTANDAR,28000,-31.40986620,-64.19993160
rec792HOHhl1K4dVO,"Mejico 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Mejico,1214,EDIFICIO DE DEPARTAMENTOS,44.00,PLANTA BAJA,1,ESTANDAR,28500,-31.40017120,-64.16281160
rec9mJpa6IdwTMdEj,"sucre 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,sucre,23,EDIFICIO DE DEPARTAMENTOS,27.00,2,1,ESTANDAR,29000,-31.41321950,-64.18883640
recf3ntRwZfLx1NPA,"URQUIZA 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Norte (Av. Colon hacia el Río),Ciudad de Cordoba,Mercado Central,Central,URQUIZA,269,EDIFICIO DE DEPARTAMENTOS,31.00,5,1,ESTANDAR,29000,-31.40945430,-64.19345570
rectL8Xsms7n4bnkE,"27 de Abril 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,27 de Abril,252,EDIFICIO DE DEPARTAMENTOS,42.00,6,1,ESTANDAR,29000,-31.41207200,-64.18844570
recXPtzbUGUGz9ggJ,"27 de Abril 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,27 de Abril,252,EDIFICIO DE DEPARTAMENTOS,35.01,6,1,ESTANDAR,30000,-31.41207200,-64.18844570
recpMbPuJ0Mb5eAZf,"San José de Calasanz 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Alberdi,Ciudad de Cordoba,Mercado Central,Central,San José de Calasanz,58,EDIFICIO DE DEPARTAMENTOS,35.33,1,1,ESTANDAR,30000,-31.41344920,-64.19661350
recx38etnCWqxf2M4,"San José de Calasanz 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Alberdi,Ciudad de Cordoba,Mercado Central,Central,San José de Calasanz,58,EDIFICIO DE DEPARTAMENTOS,35.33,1,1,ESTANDAR,30000,-31.41344920,-64.19661350
rec8M2ZyD98pByRoL,"SAN LUIS 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/7/2024,Observatorio,Ciudad de Cordoba,Mercado Central,Central,SAN LUIS,700,EDIFICIO DE DEPARTAMENTOS,50.00,PLANTA BAJA,2,BAJA,30000,-31.42060180,-64.19624230
recQEz41fcF8NsQGq,"chubut 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/6/2023,Alberdi,Ciudad de Cordoba,Mercado Central,Central,chubut,348,EDIFICIO DE DEPARTAMENTOS,42.55,3,1,ESTANDAR,30450,-31.40458270,-64.20197410
rec1Se706o0viDiAP,"Santa Fe 900 Ciudad de Cordoba, Provincia de Córdoba, Argentina",4/3/2023,Providencia,Ciudad de Cordoba,Mercado Central,Central,Santa Fe,886,EDIFICIO DE DEPARTAMENTOS,41.66,6,MONOAMBIENTE,ESTANDAR,31000,-31.40241560,-64.19799030
recG7cedrx6Tkw7TY,"Potosí 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",2/10/2022,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Potosí,1068,EDIFICIO DE DEPARTAMENTOS,42.66,1,1,ESTANDAR,31500,-31.40205880,-64.17313180
recKa4Vjq8PNIYdr0,"Potosí 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/12/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Potosí,1068,EDIFICIO DE DEPARTAMENTOS,45.80,PLANTA BAJA,1,ESTANDAR,31500,-31.40205880,-64.17313180
reczQB7vfAieoks3L,"Potosí 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Potosí,1068,EDIFICIO DE DEPARTAMENTOS,45.80,PLANTA BAJA,1,ESTANDAR,31500,-31.40205880,-64.17313180
rec6VuUrQoaVMi4xh,"Faustino Allende  1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Alta Cordoba,Ciudad de Cordoba,Centroamérica,Central,Faustino Allende ,1092,EDIFICIO DE DEPARTAMENTOS,35.66,3,1,ESTANDAR,32000,-31.39866940,-64.19256720
reclLtVwwSLALslyM,"Roma 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/10/2022,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Roma,1168,EDIFICIO DE DEPARTAMENTOS,40.60,1,1,ESTANDAR,32000,-31.40266120,-64.16741940
rec3iOAkKQd2HuFnc,"Gral Deheza 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Gral Deheza,973,EDIFICIO DE DEPARTAMENTOS,41.99,3,1,ESTANDAR,32000,-31.40444890,-64.16546920
recIrlEo0vx0SMCBy,"Av Don Bosco 5200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Teodoro Felds,Ciudad de Cordoba,Colón,Oeste,Av Don Bosco,5194,COMPLEJO CERRADO,55.00,3,2,BAJA,32000,-31.40119280,-64.25260990
reckzTfXSSZcnO43g,"Arturo Oragaz 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Arturo Oragaz,240,EDIFICIO DE DEPARTAMENTOS,64.98,2,3,ESTANDAR,32000,-31.40531810,-64.20764460
recTYRauhfIBpUOzW,"Martin Garcia  300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,San Martin,Ciudad de Cordoba,Monseñor Pablo Cabrera,Norte 2,Martin Garcia ,286,FORMA PARTE DE UN PH ,152.50,1,2,ESTANDAR,32000,-31.40184850,-64.19438520
recqX3bAgg9aoUFMW,"Sarachaga  400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alta Cordoba,Ciudad de Cordoba,Centroamérica,Central,Sarachaga ,369,EDIFICIO DE DEPARTAMENTOS,41.65,1,1,ESTANDAR,32200,-31.39227420,-64.17969780
recJWADAhHKO9Jawi,"Fructuoso Rivera 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Guemes,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,412,EDIFICIO DE DEPARTAMENTOS,41.42,2,1,ESTANDAR,32500,-31.42451530,-64.19525320
recCaafDbddpeXVoG,"Duarte Quiros 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Duarte Quiros,675,EDIFICIO DE DEPARTAMENTOS,33.00,8,1,ESTANDAR,33000,-31.41662890,-64.19488310
recYJSASXEdKXtXhy,"Pje Bordones 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/9/2022,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Pje Bordones,32,EDIFICIO DE DEPARTAMENTOS,40.66,2,1,ESTANDAR,33000,-31.40874870,-64.20453710
recVd4XVo4XV6dsbF,"Misiones 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",3/6/2022,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Misiones,245,EDIFICIO DE DEPARTAMENTOS,41.32,6,1,ESTANDAR,33000,-31.41358660,-64.20185630
recBACJsxtCRzGG0X,"Güemes 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Güemes,635,EDIFICIO DE DEPARTAMENTOS,42.66,2,1,ESTANDAR,33500,-31.41275970,-64.16081850
reckO6mcquco1ckYP,"Ducasse 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Ducasse,Ciudad de Cordoba,Mercado Central,Central,Ducasse,1033,EDIFICIO DE DEPARTAMENTOS,43.99,1,1,ESTANDAR,33500,-31.40367810,-64.19484900
recnccJx52zCuQiZp,"Ducasse 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Ducasse,Ciudad de Cordoba,Mercado Central,Central,Ducasse,1033,EDIFICIO DE DEPARTAMENTOS,43.99,3,1,ESTANDAR,33500,-31.40367810,-64.19484900
recO0L0NvUEoTWZih,"Viamonte 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",3/10/2023,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Viamonte,1200,EDIFICIO DE DEPARTAMENTOS,47.64,2,1,ESTANDAR,33500,-31.40299350,-64.16862460
recfZvckDRaUfUetW,"Mariano Castex 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,Mariano Castex,176,EDIFICIO DE DEPARTAMENTOS,40.00,5,1,ESTANDAR,34000,-31.40376130,-64.21595260
rec0XYrdw0OaZYTih,"Duarte Quiros 2600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",8/1/2022,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,Duarte Quiros,2584,EDIFICIO DE DEPARTAMENTOS,40.00,2,1,ESTANDAR,34000,-31.40899580,-64.21778650
recUcOZh4R0iuW2JK,"Tomas Bordones 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/6/2023,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Tomas Bordones,32,EDIFICIO DE DEPARTAMENTOS,40.66,2,1,ESTANDAR,34000,-31.40874870,-64.20453710
recgwtBPPdqPnUNz8,"TUCUMAN 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Centro Norte (Av. Colon hacia el Río),Ciudad de Cordoba,Mercado Central,Central,TUCUMAN,400,EDIFICIO DE DEPARTAMENTOS,37.90,6,1,ESTANDAR,34500,-31.41023150,-64.18608300
recalGDjeMpeVcvn0,"Roma 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Roma,1039,EDIFICIO DE DEPARTAMENTOS,39.65,1,1,ESTANDAR,34500,-31.40369870,-64.16686220
recpPog7BagxeBUv7,"Tomas Bordones 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/6/2023,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Tomas Bordones,32,EDIFICIO DE DEPARTAMENTOS,40.66,1,1,ESTANDAR,34500,-31.40874870,-64.20453710
recjgQBHnI5oSSSs8,"ARMENIA  1800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/11/2023,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,ARMENIA ,1755,EDIFICIO DE DEPARTAMENTOS,41.32,1,1,ESTANDAR,34500,-31.40510360,-64.16283680
recd3MOiQppv9HQ3X,"Duarte Quiros 2600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,Duarte Quiros,2584,EDIFICIO DE DEPARTAMENTOS,41.32,5,1,ESTANDAR,34500,-31.40899580,-64.21778650
rec9GqT9e69GSojOT,"CASEROS  3200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",8/4/2023,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,CASEROS ,3183,EDIFICIO DE DEPARTAMENTOS,42.66,2,1,ESTANDAR,34500,-31.40544880,-64.22463360
recF2ZjXfZtHdz1gh,"Buenos Aires 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/2/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Buenos Aires,1079,EDIFICIO DE DEPARTAMENTOS,27.00,10,MONOAMBIENTE,ESTANDAR,35000,-31.42931200,-64.18824370
reczcsMB4BZadmAmT,"Santa Rosa 1500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/1/2022,Alberdi,Ciudad de Cordoba,Mercado Central,Central,Santa Rosa,1489,EDIFICIO DE DEPARTAMENTOS,40.00,1,1,ESTANDAR,35000,-31.40692220,-64.20172210
rec7k3aIjjjLOsA7l,"Juan de Garay 1600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Juan de Garay,1569,EDIFICIO DE DEPARTAMENTOS,41.32,2,1,ESTANDAR,35000,-31.40458770,-64.16549650
recETBH0S57QOcH1p,"Gral Deheza 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Gral Deheza,973,EDIFICIO DE DEPARTAMENTOS,45.40,PLANTA BAJA,1,ESTANDAR,35000,-31.40444890,-64.16546920
rec61V0qZPAJplOwf,"9 de julio  3100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,9 de julio ,3068,EDIFICIO DE DEPARTAMENTOS,46.65,4,1,ESTANDAR,35000,-31.40296950,-64.22198170
recVBGyaOZ3w6vprL,"POTOSI 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,POTOSI,1000,EDIFICIO DE DEPARTAMENTOS,47.32,3,1,ESTANDAR,35000,-31.40239710,-64.17425330
reckPf8Z0rsdxFBtc,"Potosí 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/8/2022,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Potosí,1068,EDIFICIO DE DEPARTAMENTOS,51.00,PLANTA BAJA,1,ESTANDAR,35000,-31.40205880,-64.17313180
recDfPKARozROKoCv,"Juan de Garay 1600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Juan de Garay,1569,EDIFICIO DE DEPARTAMENTOS,51.31,3,1,ESTANDAR,35000,-31.40458770,-64.16549650
recaKDqx2bxQcCj0b,"9 de julio  200 La Falda, Provincia de Córdoba, Argentina",12/4/2023,Centro,La Falda,,,9 de julio ,126,FORMA PARTE DE UN PH ,76.60,1,2,ESTANDAR,35000,-31.09065010,-64.48443690
recv9ISSv2obOVgZM,"Obispo Trejo 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo,1143,EDIFICIO DE DEPARTAMENTOS,45.60,PLANTA BAJA,1,ESTANDAR,35500,-31.42943440,-64.19126970
recyhrDMdhao2Ot3m,"Güemes 900 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Güemes,832,EDIFICIO DE DEPARTAMENTOS,46.00,3,1,ESTANDAR,35500,-31.40159090,-64.16067040
rectwsUa6Bi7bcige,"sucre 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/6/2023,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,sucre,62,EDIFICIO DE DEPARTAMENTOS,33.66,5,1,ESTANDAR,36000,-31.41321950,-64.18883640
rec35h7aj4DoikvNh,"9 DE JULIO ESQ. CHACO 1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Alberdi,Ciudad de Cordoba,Mercado Central,Central,9 DE JULIO ESQ. CHACO,1390,EDIFICIO DE DEPARTAMENTOS,37.00,5,1,ESTANDAR,36000,-31.41546440,-64.20701740
recO18DqhMkl5qizW,"Roma 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Roma,1168,EDIFICIO DE DEPARTAMENTOS,39.98,2,1,ESTANDAR,36000,-31.40266120,-64.16741940
recj7AeeMyICB3J5g,"Maipu  100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Maipu ,18,EDIFICIO DE DEPARTAMENTOS,40.00,2,1,ESTANDAR,36000,-31.39814530,-64.23259760
reckwcSdzKYsAkIzO,"Av Pueyrredon 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Guemes,Ciudad de Cordoba,Mercado Central,Central,Av Pueyrredon,724,COMPLEJO CERRADO,48.00,2,1,ESTANDAR,36000,-31.42399220,-64.19905340
recRnNNGyG06QdLxz,"Independencia 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Independencia,283,EDIFICIO DE DEPARTAMENTOS,40.66,2,1,ESTANDAR,36500,-31.41207200,-64.18844570
receCq5oqgCFj7u41,"Juan de Garay 1600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/8/2022,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Juan de Garay,1569,EDIFICIO DE DEPARTAMENTOS,41.32,1,1,ESTANDAR,36500,-31.40458770,-64.16549650
recqDhdXmada8UO1J,"Güemes 900 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/8/2022,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Güemes,853,EDIFICIO DE DEPARTAMENTOS,47.00,3,1,ESTANDAR,36500,-31.40159090,-64.16067040
recrML5cvxjSygrni,"Viamonte 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",8/1/2023,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Viamonte,1246,EDIFICIO DE DEPARTAMENTOS,52.00,2,1,ESTANDAR,36600,-31.40198350,-64.16899670
recIlYg9yiY3eRoke,"jujuy 1500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alta Cordoba,Ciudad de Cordoba,Centroamérica,Central,jujuy,1487,EDIFICIO DE DEPARTAMENTOS,40.66,5,1,ESTANDAR,36750,-31.39898360,-64.18407850
recozGqlNJtbBI7kU,"Potosí 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,Potosí,1068,EDIFICIO DE DEPARTAMENTOS,50.00,3,1,ESTANDAR,36800,-31.40205880,-64.17313180
recGU40LkwYmTD8Kp,"ARMENIA 1800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,General Pueyrredon,Ciudad de Cordoba,Pueyrredon,Este,ARMENIA,1755,EDIFICIO DE DEPARTAMENTOS,53.20,2,1,PREMIUM,36900,-31.40510360,-64.16283680
recK0vk1Yf3ymnIoj,"Pbro. J. T. LUQUE 200 Las Varillas, Provincia de Córdoba, Argentina",1/4/2020,Centro,Las Varillas,,,Pbro. J. T. LUQUE,185,EDIFICIO DE DEPARTAMENTOS,35.66,2,1,ESTANDAR,37000,-31.87016490,-62.71925210
recZ5fEEKYQZodj6V,"Juan del Campillo 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",4/3/2023,Cofico,Ciudad de Cordoba,Centroamérica,Central,Juan del Campillo,987,EDIFICIO DE DEPARTAMENTOS,45.83,5,1,ESTANDAR,37000,-31.39763430,-64.19108470
rec1hPNNUodnOUVpJ,"HAEDO 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/7/2023,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,HAEDO,151,COMPLEJO CERRADO,45.99,2,1,ESTANDAR,37000,-31.40956820,-64.21243240
recyDu8HlOvYTws00,"Roma  600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Roma ,555,EDIFICIO DE DEPARTAMENTOS,47.00,4,1,ESTANDAR,37000,-31.40909810,-64.16523360
recL2kObhdlDMqmq3,"Simon Bolivar 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Simon Bolivar,100,EDIFICIO DE DEPARTAMENTOS,40.00,9,1,ESTANDAR,37500,-31.41406880,-64.19088420
recfs1yfLtNsysHpm,"Chacabuco  100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Chacabuco ,41,EDIFICIO DE DEPARTAMENTOS,41.00,5,MONOAMBIENTE,ESTANDAR,37500,-31.41207200,-64.18844570
